"NAME";"OUTCOME";"ORIGIN_FIELD";"FREEBASE_FIELD"
"Blake Griffin";"CORRECT";"";""
"Jeremy Lin";"SEMICORRECT";"paloalto";"losangeles"
"Andre Iguodala";"CORRECT";"";""
"Jeremy Lin";"SEMICORRECT";"paloalto";"losangeles"
"Andre Iguodala";"CORRECT";"";""
"Jeremy Lin";"SEMICORRECT";"paloalto";"losangeles"
"Andre Iguodala";"CORRECT";"";""
"DeMar DeRozan";"CORRECT";"";""
"DeMar DeRozan";"CORRECT";"";""
"DeMar DeRozan";"CORRECT";"";""
"Mike Dunleavy";"UNCORRECT";"Mike Dunleavy";"Mike Dunleavy, Jr."
"Mike Dunleavy";"UNCORRECT";"Mike Dunleavy";"Mike Dunleavy, Jr."
"Mike Dunleavy";"UNCORRECT";"Mike Dunleavy";"Mike Dunleavy, Jr."
"Pau Gasol";"SEMICORRECT";"spain";"barcelona"
"Pau Gasol";"SEMICORRECT";"spain";"barcelona"
"Pau Gasol";"SEMICORRECT";"spain";"barcelona"
"Nicolas Batum";"SEMICORRECT";"france";"lisieux"
"Nicolas Batum";"SEMICORRECT";"france";"lisieux"
"D.J. Augustin";"UNCORRECT";"D.J. Augustin";"D. J. Augustin"
"Nicolas Batum";"SEMICORRECT";"france";"lisieux"
"D.J. Augustin";"UNCORRECT";"D.J. Augustin";"D. J. Augustin"
"D.J. Augustin";"UNCORRECT";"D.J. Augustin";"D. J. Augustin"
"Taj Gibson";"CORRECT";"";""
"Taj Gibson";"CORRECT";"";""
"Taj Gibson";"CORRECT";"";""
"Kendall Marshall";"CORRECT";"";""
"Kendall Marshall";"CORRECT";"";""
"Kendall Marshall";"CORRECT";"";""
"Mario Chalmers";"CORRECT";"";""
"Rodney Stuckey";"CORRECT";"";""
"Rodney Stuckey";"CORRECT";"";""
"Rodney Stuckey";"CORRECT";"";""
"Marcin Gortat";"SEMICORRECT";"poland";"?ód?"
"Marcin Gortat";"SEMICORRECT";"poland";"?ód?"
"Marcin Gortat";"SEMICORRECT";"poland";"?ód?"
"Shaun Livingston";"CORRECT";"";""
"Shaun Livingston";"CORRECT";"";""
"Shaun Livingston";"CORRECT";"";""
"Mario Chalmers";"CORRECT";"";""
"Mario Chalmers";"CORRECT";"";""
"Michael Carter-Williams";"CORRECT";"";""
"Michael Carter-Williams";"CORRECT";"";""
"Michael Carter-Williams";"CORRECT";"";""
"Bradley Beal";"SEMICORRECT";"";"st.louis"
"Bradley Beal";"SEMICORRECT";"";"st.louis"
"Evan Turner";"CORRECT";"";""
"Evan Turner";"CORRECT";"";""
"Evan Turner";"CORRECT";"";""
"Spencer Hawes";"CORRECT";"";""
"Spencer Hawes";"CORRECT";"";""
"Spencer Hawes";"CORRECT";"";""
"Bradley Beal";"SEMICORRECT";"";"st.louis"
"DeMarcus Cousins";"CORRECT";"";""
"DeMarcus Cousins";"CORRECT";"";""
"DeMarcus Cousins";"CORRECT";"";""
"Tim Duncan";"SEMICORRECT";"virginislands";"christiansted"
"Tim Duncan";"SEMICORRECT";"virginislands";"christiansted"
"Tim Duncan";"SEMICORRECT";"virginislands";"christiansted"
"Kendrick Perkins";"CORRECT";"";""
"Kendrick Perkins";"CORRECT";"";""
"Kendrick Perkins";"CORRECT";"";""
"Dirk Nowitzki";"SEMICORRECT";"westgermany";"würzburg"
"Dirk Nowitzki";"SEMICORRECT";"westgermany";"würzburg"
"Dirk Nowitzki";"SEMICORRECT";"westgermany";"würzburg"
"Marco Belinelli";"SEMICORRECT";"italy";"sangiovanniinpersiceto"
"Marco Belinelli";"SEMICORRECT";"italy";"sangiovanniinpersiceto"
"Marco Belinelli";"SEMICORRECT";"italy";"sangiovanniinpersiceto"
"Kelly Olynyk";"SEMICORRECT";"canada";"toronto"
"Kelly Olynyk";"SEMICORRECT";"canada";"toronto"
"Kelly Olynyk";"SEMICORRECT";"canada";"toronto"
"Isaiah Thomas";"CORRECT";"";""
"Isaiah Thomas";"CORRECT";"";""
"Isaiah Thomas";"CORRECT";"";""
"Jordan Hill";"CORRECT";"";""
"Jordan Hill";"CORRECT";"";""
"Jordan Hill";"CORRECT";"";""
"David Lee";"SEMICORRECT";"";"st.louis"
"David Lee";"SEMICORRECT";"";"st.louis"
"David Lee";"SEMICORRECT";"";"st.louis"
"Tyshawn Taylor";"CORRECT";"";""
"Tyshawn Taylor";"CORRECT";"";""
"Tyshawn Taylor";"CORRECT";"";""
"Tyshawn Taylor";"CORRECT";"";""
"Tornike Shengelia";"UNCORRECT";"1991-10-05";"1991-11-05"
"Tornike Shengelia";"UNCORRECT";"1991-10-05";"1991-11-05"
"Tornike Shengelia";"UNCORRECT";"1991-10-05";"1991-11-05"
"Tornike Shengelia";"UNCORRECT";"1991-10-05";"1991-11-05"
"Brandon Bass";"CORRECT";"";""
"Brandon Bass";"CORRECT";"";""
"Brandon Bass";"CORRECT";"";""
"Vitor Faverani";"UNCORRECT";"Vitor Faverani";"Vítor Faverani"
"Vitor Faverani";"UNCORRECT";"Vitor Faverani";"Vítor Faverani"
"Paul Pierce";"CORRECT";"";""
"Paul Pierce";"CORRECT";"";""
"Paul Pierce";"CORRECT";"";""
"Mason Plumlee";"CORRECT";"";""
"Mason Plumlee";"CORRECT";"";""
"Mason Plumlee";"CORRECT";"";""
"Jeff Green";"CORRECT";"";""
"Jeff Green";"CORRECT";"";""
"Jeff Green";"CORRECT";"";""
"Jared Sullinger";"CORRECT";"";""
"Jared Sullinger";"CORRECT";"";""
"Jared Sullinger";"CORRECT";"";""
"Rajon Rondo";"CORRECT";"";""
"Rajon Rondo";"CORRECT";"";""
"Rajon Rondo";"CORRECT";"";""
"Kris Humphries";"SEMICORRECT";"chaska";"minneapolis"
"Kris Humphries";"SEMICORRECT";"chaska";"minneapolis"
"Kris Humphries";"SEMICORRECT";"chaska";"minneapolis"
"Patrick Patterson";"SEMICORRECT";"washington";"washington,d.c."
"Patrick Patterson";"SEMICORRECT";"washington";"washington,d.c."
"Dwyane Wade";"CORRECT";"";""
"Dwyane Wade";"CORRECT";"";""
"Dwyane Wade";"CORRECT";"";""
"Jason Collins";"CORRECT";"";""
"Jason Collins";"CORRECT";"";""
"Jason Collins";"CORRECT";"";""
"Marquis Teague";"CORRECT";"";""
"Marquis Teague";"CORRECT";"";""
"Marquis Teague";"CORRECT";"";""
"Alan Anderson";"CORRECT";"";""
"Alan Anderson";"CORRECT";"";""
"Alan Anderson";"CORRECT";"";""
"Andray Blatche";"CORRECT";"";""
"Andray Blatche";"CORRECT";"";""
"Andray Blatche";"CORRECT";"";""
"Mirza Teletovic";"UNCORRECT";"Mirza Teletovic";"Mirza Teletovi?"
"Mirza Teletovic";"UNCORRECT";"Mirza Teletovic";"Mirza Teletovi?"
"Mirza Teletovic";"UNCORRECT";"Mirza Teletovic";"Mirza Teletovi?"
"Andrei Kirilenko";"SEMICORRECT";"";"izhevsk"
"Andrei Kirilenko";"SEMICORRECT";"";"izhevsk"
"Andrei Kirilenko";"SEMICORRECT";"";"izhevsk"
"Joe Johnson";"CORRECT";"";""
"Marcus Thornton";"CORRECT";"";""
"Joe Johnson";"CORRECT";"";""
"Marcus Thornton";"CORRECT";"";""
"Joe Johnson";"CORRECT";"";""
"Marcus Thornton";"CORRECT";"";""
"Kevin Garnett";"SEMICORRECT";"mauldin";"greenville"
"Kevin Garnett";"SEMICORRECT";"mauldin";"greenville"
"Kevin Garnett";"SEMICORRECT";"mauldin";"greenville"
"Deron Williams";"CORRECT";"";""
"Deron Williams";"CORRECT";"";""
"Deron Williams";"CORRECT";"";""
"Greivis Vasquez";"UNCORRECT";"Greivis Vasquez";"Greivis Vásquez"
"Greivis Vasquez";"UNCORRECT";"Greivis Vasquez";"Greivis Vásquez"
"Greivis Vasquez";"UNCORRECT";"Greivis Vasquez";"Greivis Vásquez"
"Nerlens Noel";"CORRECT";"";""
"Nerlens Noel";"CORRECT";"";""
"Nerlens Noel";"CORRECT";"";""
"Brook Lopez";"CORRECT";"";""
"Brook Lopez";"CORRECT";"";""
"Brook Lopez";"CORRECT";"";""
"Landry Fields";"CORRECT";"";""
"Landry Fields";"CORRECT";"";""
"Terrence Ross";"CORRECT";"";""
"Terrence Ross";"CORRECT";"";""
"Terrence Ross";"CORRECT";"";""
"Steve Novak";"CORRECT";"";""
"Steve Novak";"CORRECT";"";""
"Steve Novak";"CORRECT";"";""
"Earl Clark";"SEMICORRECT";"newark";"plainfield"
"Earl Clark";"SEMICORRECT";"newark";"plainfield"
"Earl Clark";"SEMICORRECT";"newark";"plainfield"
"Amar'e Stoudemire";"CORRECT";"";""
"Amar'e Stoudemire";"CORRECT";"";""
"Amar'e Stoudemire";"CORRECT";"";""
"Chris Smith";"SEMICORRECT";"";"millstone"
"Chris Smith";"SEMICORRECT";"";"millstone"
"Chris Smith";"SEMICORRECT";"";"millstone"
"Shannon Brown";"CORRECT";"";""
"Shannon Brown";"CORRECT";"";""
"Tim Hardaway Jr.";"UNCORRECT";"Tim Hardaway Jr.";"Tim Hardaway, Jr."
"Tim Hardaway Jr.";"UNCORRECT";"Tim Hardaway Jr.";"Tim Hardaway, Jr."
"Tim Hardaway Jr.";"UNCORRECT";"Tim Hardaway Jr.";"Tim Hardaway, Jr."
"Jeremy Tyler";"UNCORRECT";"1991-06-12";"1991-06-21"
"Jeremy Tyler";"UNCORRECT";"1991-06-12";"1991-06-21"
"Jeremy Tyler";"UNCORRECT";"1991-06-12";"1991-06-21"
"Metta World Peace";"SEMICORRECT";"";"queensbridge"
"Metta World Peace";"SEMICORRECT";"";"queensbridge"
"Beno Udrih";"SEMICORRECT";"yugoslavia";"celje"
"Beno Udrih";"SEMICORRECT";"yugoslavia";"celje"
"Beno Udrih";"SEMICORRECT";"yugoslavia";"celje"
"Metta World Peace";"SEMICORRECT";"";"queensbridge"
"Kenyon Martin";"CORRECT";"";""
"Kenyon Martin";"CORRECT";"";""
"Kenyon Martin";"CORRECT";"";""
"Gerald Henderson";"UNCORRECT";"1987-12-09";"1956-01-16"
"Gerald Henderson";"UNCORRECT";"1987-12-09";"1956-01-16"
"Gerald Henderson";"UNCORRECT";"1987-12-09";"1956-01-16"
"Ryan Anderson";"CORRECT";"";""
"Ryan Anderson";"CORRECT";"";""
"Ryan Anderson";"CORRECT";"";""
"Danny Green";"SEMICORRECT";"newyork";"northbabylon"
"Danny Green";"SEMICORRECT";"newyork";"northbabylon"
"Danny Green";"SEMICORRECT";"newyork";"northbabylon"
"Carlos Boozer";"SEMICORRECT";"westgermany";"aschaffenburg"
"Carlos Boozer";"SEMICORRECT";"westgermany";"aschaffenburg"
"Carlos Boozer";"SEMICORRECT";"westgermany";"aschaffenburg"
"John Henson";"CORRECT";"";""
"John Henson";"CORRECT";"";""
"John Henson";"CORRECT";"";""
"Tristan Thompson";"SEMICORRECT";"canada";"brampton"
"Tristan Thompson";"SEMICORRECT";"canada";"brampton"
"Tristan Thompson";"SEMICORRECT";"canada";"brampton"
"Shane Battier";"CORRECT";"";""
"Shane Battier";"CORRECT";"";""
"Shane Battier";"CORRECT";"";""
"J.R. Smith";"UNCORRECT";"J.R. Smith";"J. R. Smith"
"J.R. Smith";"UNCORRECT";"J.R. Smith";"J. R. Smith"
"J.R. Smith";"UNCORRECT";"J.R. Smith";"J. R. Smith"
"Rudy Gay";"CORRECT";"";""
"Rudy Gay";"CORRECT";"";""
"Rudy Gay";"CORRECT";"";""
"Lamar Odom";"SEMICORRECT";"jamaica";"southjamaica"
"Lamar Odom";"SEMICORRECT";"jamaica";"southjamaica"
"Lamar Odom";"SEMICORRECT";"jamaica";"southjamaica"
"Festus Ezeli";"SEMICORRECT";"nigeria";"benincity"
"Festus Ezeli";"SEMICORRECT";"nigeria";"benincity"
"Stephen Curry";"SEMICORRECT";"charlotte";"akron"
"Stephen Curry";"SEMICORRECT";"charlotte";"akron"
"Draymond Green";"CORRECT";"";""
"Draymond Green";"CORRECT";"";""
"Draymond Green";"CORRECT";"";""
"Harrison Barnes";"CORRECT";"";""
"Harrison Barnes";"CORRECT";"";""
"Harrison Barnes";"CORRECT";"";""
"Stephen Curry";"SEMICORRECT";"charlotte";"akron"
"Carmelo Anthony";"SEMICORRECT";"newyork";"redhook"
"Jermaine O'Neal";"CORRECT";"";""
"Jermaine O'Neal";"CORRECT";"";""
"Carmelo Anthony";"SEMICORRECT";"newyork";"redhook"
"Steve Blake";"CORRECT";"";""
"Carmelo Anthony";"SEMICORRECT";"newyork";"redhook"
"Steve Blake";"CORRECT";"";""
"Steve Blake";"CORRECT";"";""
"Marreese Speights";"SEMICORRECT";"";"st.petersburg"
"Marreese Speights";"SEMICORRECT";"";"st.petersburg"
"Marreese Speights";"SEMICORRECT";"";"st.petersburg"
"Andrew Bogut";"SEMICORRECT";"australia";"endeavourhills"
"Andrew Bogut";"SEMICORRECT";"australia";"endeavourhills"
"Andrew Bogut";"SEMICORRECT";"australia";"endeavourhills"
"Cole Aldrich";"CORRECT";"";""
"Cole Aldrich";"CORRECT";"";""
"Tyson Chandler";"CORRECT";"";""
"Klay Thompson";"CORRECT";"";""
"Klay Thompson";"CORRECT";"";""
"Klay Thompson";"CORRECT";"";""
"Tyson Chandler";"CORRECT";"";""
"Tyson Chandler";"CORRECT";"";""
"Raymond Felton";"CORRECT";"";""
"Raymond Felton";"CORRECT";"";""
"Raymond Felton";"CORRECT";"";""
"Sasha Vujacic";"UNCORRECT";"Sasha Vujacic";"Sasha Vuja?i?"
"Stephen Jackson";"SEMICORRECT";"houston";"portarthur"
"Stephen Jackson";"SEMICORRECT";"houston";"portarthur"
"Stephen Jackson";"SEMICORRECT";"houston";"portarthur"
"Stephen Jackson";"SEMICORRECT";"houston";"portarthur"
"Maalik Wayns";"CORRECT";"";""
"Maalik Wayns";"CORRECT";"";""
"Maalik Wayns";"CORRECT";"";""
"Antawn Jamison";"CORRECT";"";""
"Antawn Jamison";"CORRECT";"";""
"Antawn Jamison";"CORRECT";"";""
"Antawn Jamison";"CORRECT";"";""
"Pablo Prigioni";"UNCORRECT";"1977-03-17";"1977-05-17"
"Pablo Prigioni";"UNCORRECT";"1977-03-17";"1977-05-17"
"Pablo Prigioni";"UNCORRECT";"1977-03-17";"1977-05-17"
"J.J. Redick";"UNCORRECT";"J.J. Redick";"J. J. Redick"
"J.J. Redick";"UNCORRECT";"J.J. Redick";"J. J. Redick"
"J.J. Redick";"UNCORRECT";"J.J. Redick";"J. J. Redick"
"Jamal Crawford";"CORRECT";"";""
"Jamal Crawford";"CORRECT";"";""
"Jamal Crawford";"CORRECT";"";""
"Glen Davis";"CORRECT";"";""
"Glen Davis";"CORRECT";"";""
"Glen Davis";"CORRECT";"";""
"Matt Barnes";"CORRECT";"";""
"Matt Barnes";"CORRECT";"";""
"Matt Barnes";"CORRECT";"";""
"Darren Collison";"CORRECT";"";""
"Darren Collison";"CORRECT";"";""
"Darren Collison";"CORRECT";"";""
"Jared Dudley";"CORRECT";"";""
"Jared Dudley";"CORRECT";"";""
"Jared Dudley";"CORRECT";"";""
"Hedo Turkoglu";"UNCORRECT";"Hedo Turkoglu";"Hedo Türko?lu"
"Hedo Turkoglu";"UNCORRECT";"Hedo Turkoglu";"Hedo Türko?lu"
"Hedo Turkoglu";"UNCORRECT";"Hedo Turkoglu";"Hedo Türko?lu"
"Willie Green";"CORRECT";"";""
"Willie Green";"CORRECT";"";""
"Danny Granger";"CORRECT";"";""
"Danny Granger";"CORRECT";"";""
"Danny Granger";"CORRECT";"";""
"Iman Shumpert";"CORRECT";"";""
"Iman Shumpert";"CORRECT";"";""
"Iman Shumpert";"CORRECT";"";""
"Caron Butler";"CORRECT";"";""
"Caron Butler";"CORRECT";"";""
"Caron Butler";"CORRECT";"";""
"Andrea Bargnani";"SEMICORRECT";"italy";"rome"
"Andrea Bargnani";"SEMICORRECT";"italy";"rome"
"Andrea Bargnani";"SEMICORRECT";"italy";"rome"
"Eric Maynor";"CORRECT";"";""
"Lavoy Allen";"SEMICORRECT";"morrisville";"trenton"
"Lavoy Allen";"SEMICORRECT";"morrisville";"trenton"
"Eric Maynor";"CORRECT";"";""
"Darius Morris";"CORRECT";"";""
"Darius Morris";"CORRECT";"";""
"Darius Morris";"CORRECT";"";""
"Byron Mullens";"SEMICORRECT";"columbus";"canalwinchester"
"Byron Mullens";"SEMICORRECT";"columbus";"canalwinchester"
"Arnett Moultrie";"CORRECT";"";""
"Arnett Moultrie";"CORRECT";"";""
"Xavier Henry";"SEMICORRECT";"belgium";"ghent"
"Xavier Henry";"SEMICORRECT";"belgium";"ghent"
"Xavier Henry";"SEMICORRECT";"belgium";"ghent"
"Tiago Splitter";"SEMICORRECT";"brazil";"blumenau"
"Tiago Splitter";"SEMICORRECT";"brazil";"blumenau"
"Tiago Splitter";"SEMICORRECT";"brazil";"blumenau"
"Ersan Ilyasova";"UNCORRECT";"Ersan Ilyasova";"Ersan ?lyasova"
"Ersan Ilyasova";"UNCORRECT";"Ersan Ilyasova";"Ersan ?lyasova"
"Ersan Ilyasova";"UNCORRECT";"Ersan Ilyasova";"Ersan ?lyasova"
"Kobe Bryant";"CORRECT";"";""
"Kobe Bryant";"CORRECT";"";""
"Martell Webster";"CORRECT";"";""
"Kobe Bryant";"CORRECT";"";""
"Martell Webster";"CORRECT";"";""
"Chris Kaman";"CORRECT";"";""
"Chris Kaman";"CORRECT";"";""
"Chris Kaman";"CORRECT";"";""
"Omer Asik";"UNCORRECT";"Omer Asik";"Ömer A??k"
"Omer Asik";"UNCORRECT";"Omer Asik";"Ömer A??k"
"Omer Asik";"UNCORRECT";"Omer Asik";"Ömer A??k"
"Wesley Johnson";"CORRECT";"";""
"Wesley Johnson";"CORRECT";"";""
"Wesley Johnson";"CORRECT";"";""
"Enes Kanter";"SEMICORRECT";"switzerland";"zürich"
"Enes Kanter";"SEMICORRECT";"switzerland";"zürich"
"Enes Kanter";"SEMICORRECT";"switzerland";"zürich"
"Ryan Kelly";"CORRECT";"";""
"Ryan Kelly";"CORRECT";"";""
"Kent Bazemore";"CORRECT";"";""
"Ryan Kelly";"CORRECT";"";""
"Kent Bazemore";"CORRECT";"";""
"Kent Bazemore";"CORRECT";"";""
"Andre Miller";"CORRECT";"";""
"Andre Miller";"CORRECT";"";""
"Andre Miller";"CORRECT";"";""
"Eric Gordon";"CORRECT";"";""
"Eric Gordon";"CORRECT";"";""
"Eric Gordon";"CORRECT";"";""
"Jordan Farmar";"CORRECT";"";""
"Jordan Farmar";"CORRECT";"";""
"Jordan Farmar";"CORRECT";"";""
"Robert Sacre";"CORRECT";"";""
"Robert Sacre";"CORRECT";"";""
"Robert Sacre";"CORRECT";"";""
"Nikola Pekovic";"UNCORRECT";"Nikola Pekovic";"Nikola Pekovi?"
"Nikola Pekovic";"UNCORRECT";"Nikola Pekovic";"Nikola Pekovi?"
"Nikola Pekovic";"UNCORRECT";"Nikola Pekovic";"Nikola Pekovi?"
"Nate Robinson";"CORRECT";"";""
"Nate Robinson";"CORRECT";"";""
"Nate Robinson";"CORRECT";"";""
"Gerald Green";"CORRECT";"";""
"Gerald Green";"CORRECT";"";""
"Gerald Green";"CORRECT";"";""
"Tobias Harris";"CORRECT";"";""
"Tobias Harris";"CORRECT";"";""
"Tobias Harris";"CORRECT";"";""
"Steve Nash";"SEMICORRECT";"southafrica";"johannesburg"
"Steve Nash";"SEMICORRECT";"southafrica";"johannesburg"
"Steve Nash";"SEMICORRECT";"southafrica";"johannesburg"
"Jose Calderon";"UNCORRECT";"Jose Calderon";"José Calderón"
"Jose Calderon";"UNCORRECT";"Jose Calderon";"José Calderón"
"Jose Calderon";"UNCORRECT";"Jose Calderon";"José Calderón"
"Marvin Williams";"CORRECT";"";""
"Marvin Williams";"CORRECT";"";""
"Thaddeus Young";"CORRECT";"";""
"Thaddeus Young";"CORRECT";"";""
"Thaddeus Young";"CORRECT";"";""
"Ed Davis";"SEMICORRECT";"washington";"washington,d.c."
"Ed Davis";"SEMICORRECT";"washington";"washington,d.c."
"Ed Davis";"SEMICORRECT";"washington";"washington,d.c."
"Udonis Haslem";"CORRECT";"";""
"Udonis Haslem";"CORRECT";"";""
"Udonis Haslem";"CORRECT";"";""
"Jimmy Butler";"CORRECT";"";""
"Jimmy Butler";"CORRECT";"";""
"Jimmy Butler";"CORRECT";"";""
"Austin Daye";"CORRECT";"";""
"Austin Daye";"CORRECT";"";""
"Luke Ridnour";"SEMICORRECT";"";"coeurd'alene"
"Luke Ridnour";"SEMICORRECT";"";"coeurd'alene"
"Luke Ridnour";"SEMICORRECT";"";"coeurd'alene"
"Dion Waiters";"CORRECT";"";""
"Dion Waiters";"CORRECT";"";""
"Nick Young";"CORRECT";"";""
"Dion Waiters";"CORRECT";"";""
"Nick Young";"CORRECT";"";""
"Nick Young";"CORRECT";"";""
"Jodie Meeks";"CORRECT";"";""
"Jodie Meeks";"CORRECT";"";""
"Jodie Meeks";"CORRECT";"";""
"Greg Stiemsma";"CORRECT";"";""
"Anthony Bennett";"SEMICORRECT";"canada";"toronto"
"Anthony Bennett";"SEMICORRECT";"canada";"toronto"
"Anthony Bennett";"SEMICORRECT";"canada";"toronto"
"Nene Hilario";"UNCORRECT";"Nene Hilario";"Nenê"
"Nene Hilario";"UNCORRECT";"Nene Hilario";"Nenê"
"Wilson Chandler";"CORRECT";"";""
"Wilson Chandler";"CORRECT";"";""
"Greg Stiemsma";"CORRECT";"";""
"Markieff Morris";"CORRECT";"";""
"Markieff Morris";"CORRECT";"";""
"Nick Calathes";"SEMICORRECT";"orlando";"casselberry"
"Nick Calathes";"SEMICORRECT";"orlando";"casselberry"
"Channing Frye";"CORRECT";"";""
"Channing Frye";"CORRECT";"";""
"Leandro Barbosa";"SEMICORRECT";"brazil";"sãopaulo"
"Leandro Barbosa";"SEMICORRECT";"brazil";"sãopaulo"
"Leandro Barbosa";"SEMICORRECT";"brazil";"sãopaulo"
"Alex Len";"SEMICORRECT";"ukraine";"antratsyt"
"Alex Len";"SEMICORRECT";"ukraine";"antratsyt"
"Kosta Koufos";"CORRECT";"";""
"Kosta Koufos";"CORRECT";"";""
"Shavlik Randolph";"CORRECT";"";""
"Shavlik Randolph";"CORRECT";"";""
"Shavlik Randolph";"CORRECT";"";""
"Richard Jefferson";"CORRECT";"";""
"Richard Jefferson";"CORRECT";"";""
"Brandan Wright";"CORRECT";"";""
"Brandan Wright";"CORRECT";"";""
"Brandan Wright";"CORRECT";"";""
"Emeka Okafor";"CORRECT";"";""
"Emeka Okafor";"CORRECT";"";""
"C.J. Watson";"UNCORRECT";"C.J. Watson";"C. J. Watson"
"C.J. Watson";"UNCORRECT";"C.J. Watson";"C. J. Watson"
"Jarrett Jack";"CORRECT";"";""
"Jarrett Jack";"CORRECT";"";""
"Jarrett Jack";"CORRECT";"";""
"Charlie Villanueva";"CORRECT";"";""
"Charlie Villanueva";"CORRECT";"";""
"Chauncey Billups";"CORRECT";"";""
"Chauncey Billups";"CORRECT";"";""
"Chauncey Billups";"CORRECT";"";""
"DeMarre Carroll";"CORRECT";"";""
"DeMarre Carroll";"CORRECT";"";""
"Cory Joseph";"SEMICORRECT";"canada";"toronto"
"Cory Joseph";"SEMICORRECT";"canada";"toronto"
"Greg Monroe";"SEMICORRECT";"harvey";"gretna"
"Greg Monroe";"SEMICORRECT";"harvey";"gretna"
"Greg Monroe";"SEMICORRECT";"harvey";"gretna"
"Eric Bledsoe";"CORRECT";"";""
"Eric Bledsoe";"CORRECT";"";""
"Eric Bledsoe";"CORRECT";"";""
"Derrick Williams";"SEMICORRECT";"bellflower";"lamirada"
"Derrick Williams";"SEMICORRECT";"bellflower";"lamirada"
"Derrick Williams";"SEMICORRECT";"bellflower";"lamirada"
"Reggie Evans";"CORRECT";"";""
"Reggie Evans";"CORRECT";"";""
"Reggie Evans";"CORRECT";"";""
"Jimmer Fredette";"CORRECT";"";""
"Jimmer Fredette";"CORRECT";"";""
"Carl Landry";"CORRECT";"";""
"Jimmer Fredette";"CORRECT";"";""
"Carl Landry";"CORRECT";"";""
"Jared Cunningham";"CORRECT";"";""
"Jared Cunningham";"CORRECT";"";""
"Royce White";"CORRECT";"";""
"Royce White";"CORRECT";"";""
"Royce White";"CORRECT";"";""
"George Hill";"CORRECT";"";""
"George Hill";"CORRECT";"";""
"George Hill";"CORRECT";"";""
"Luis Scola";"SEMICORRECT";"argentina";"buenosaires"
"Luis Scola";"SEMICORRECT";"argentina";"buenosaires"
"Ian Mahinmi";"SEMICORRECT";"france";"rouen"
"Ian Mahinmi";"SEMICORRECT";"france";"rouen"
"Chris Copeland";"CORRECT";"";""
"Chris Copeland";"CORRECT";"";""
"Chris Copeland";"CORRECT";"";""
"Derek Fisher";"CORRECT";"";""
"Derek Fisher";"CORRECT";"";""
"Derek Fisher";"CORRECT";"";""
"Jason Terry";"CORRECT";"";""
"Ben McLemore";"SEMICORRECT";"";"st.louis"
"Jason Terry";"CORRECT";"";""
"Ben McLemore";"SEMICORRECT";"";"st.louis"
"Jason Terry";"CORRECT";"";""
"Louis Williams";"SEMICORRECT";"lithonia";"memphis"
"Louis Williams";"SEMICORRECT";"lithonia";"memphis"
"Louis Williams";"SEMICORRECT";"lithonia";"memphis"
"Carlos Delfino";"SEMICORRECT";"argentina";"santafe"
"Carlos Delfino";"SEMICORRECT";"argentina";"santafe"
"Carlos Delfino";"SEMICORRECT";"argentina";"santafe"
"Gary Neal";"CORRECT";"";""
"Gary Neal";"CORRECT";"";""
"Gary Neal";"CORRECT";"";""
"Giannis Antetokounmpo";"UNCORRECT";"1994-12-06";"1994-12-16"
"Giannis Antetokounmpo";"UNCORRECT";"1994-12-06";"1994-12-16"
"Giannis Antetokounmpo";"UNCORRECT";"1994-12-06";"1994-12-16"
"Lou Amundson";"UNCORRECT";"Lou Amundson";"Louis Amundson"
"Lou Amundson";"UNCORRECT";"Lou Amundson";"Louis Amundson"
"Mike James";"SEMICORRECT";"amityville";"copiague"
"Ronnie Brewer";"CORRECT";"";""
"Ronnie Brewer";"CORRECT";"";""
"Ronnie Brewer";"CORRECT";"";""
"Mike James";"SEMICORRECT";"amityville";"copiague"
"Mike James";"SEMICORRECT";"amityville";"copiague"
"Derrick Rose";"CORRECT";"";""
"Derrick Rose";"CORRECT";"";""
"Greg Smith";"CORRECT";"";""
"Greg Smith";"CORRECT";"";""
"Derrick Rose";"CORRECT";"";""
"Tony Snell";"SEMICORRECT";"riverside";"watts"
"Tony Snell";"SEMICORRECT";"riverside";"watts"
"Tony Snell";"SEMICORRECT";"riverside";"watts"
"Nazr Mohammed";"CORRECT";"";""
"Nazr Mohammed";"CORRECT";"";""
"Nazr Mohammed";"CORRECT";"";""
"Larry Sanders";"CORRECT";"";""
"Larry Sanders";"CORRECT";"";""
"Larry Sanders";"CORRECT";"";""
"DeJuan Blair";"CORRECT";"";""
"DeJuan Blair";"CORRECT";"";""
"DeJuan Blair";"CORRECT";"";""
"Kirk Hinrich";"CORRECT";"";""
"Kirk Hinrich";"CORRECT";"";""
"Kirk Hinrich";"CORRECT";"";""
"Luol Deng";"SEMICORRECT";"sudan";"wau"
"Luol Deng";"SEMICORRECT";"sudan";"wau"
"Luol Deng";"SEMICORRECT";"sudan";"wau"
"Tony Allen";"CORRECT";"";""
"Tony Allen";"CORRECT";"";""
"Tony Allen";"CORRECT";"";""
"Gal Mekel";"SEMICORRECT";"israel";"petahtikva"
"Gal Mekel";"SEMICORRECT";"israel";"petahtikva"
"Gal Mekel";"SEMICORRECT";"israel";"petahtikva"
"Bernard James";"CORRECT";"";""
"Bernard James";"CORRECT";"";""
"Bernard James";"CORRECT";"";""
"Shawn Marion";"SEMICORRECT";"chicago";"waukegan"
"Shane Larkin";"CORRECT";"";""
"Shawn Marion";"SEMICORRECT";"chicago";"waukegan"
